PassengerId,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_num,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S
1479_01,1,1.423257284559182,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7517348249550385,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1481_01,0,-0.12185918950113311,0,1.6818155432677009,-0.6489032714011534,1.94518581875208,-0.6632339304133921,-0.63481033484923,False,0.5991525221418169,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1484_01,0,-0.8944174265312906,0,1.0248600569019608,-0.4123536323720409,2.012107019191324,-0.6632339304133921,-0.63481033484923,False,0.6020021682232904,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1485_01,1,0.6506990475290244,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7521893826417844,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1488_01,1,0.9316293155399908,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.6034043340669464,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1489_01,0,-0.6837197255230659,0,0.9408987844663151,-0.6489032714011534,-0.6248885376370679,1.7621828095257372,-0.23364208743037843,False,0.7205641922504297,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1490_01,0,-0.19209175650387472,0,-0.6403720524482873,1.303261757672987,-0.6248885376370679,2.338264035919113,-0.63481033484923,False,0.5129474343794069,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1491_01,0,0.22930364551257487,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,1.7639568160705599,0.16752615998847306,True,0.7267544380151564,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1491_02,0,1.9148852535783731,0,-0.6403720524482873,0.6995336862323375,-0.6248885376370679,-0.2656498669272334,1.761009555978714,False,0.7526423862821242,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1491_03,0,-2.0181384985751563,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7267544380151564,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1493_01,0,0.6506990475290244,0,0.676177272016825,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,1.7646072114372064,False,0.7494383474420954,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1498_01,0,0.08883851150709167,0,-0.6403720524482873,1.4692086336166728,-0.6248885376370679,-0.6632339304133921,1.2044786196661341,False,0.7539921782846367,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1499_01,0,-0.5432545915175827,0,0.017902609784268855,-0.6489032714011534,-0.6248885376370679,-0.2656498669272334,1.909584945900274,False,0.7503617200690028,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1500_01,0,-1.2455802615449987,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.721139045367857,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1500_02,0,-1.8074407975669315,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.721139045367857,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1500_03,0,-0.8241848595285491,0,-0.6403720524482873,0.7248244391255124,2.024637172543684,-0.6632339304133921,0.835083366207462,True,0.721139045367857,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1500_04,0,0.44000134652079964,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.721139045367857,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1500_05,0,-0.8241848595285491,0,1.4788518837818538,1.1326422944745298,-0.6248885376370679,-0.6632339304133921,1.5314028321203412,False,0.7508210045348712,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1500_06,1,-2.0181384985751563,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.721139045367857,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1500_07,1,1.2125595835509573,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.721139045367857,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1501_01,0,2.4065132225975643,0,-0.6403720524482873,1.187088870939551,-0.6248885376370679,1.648764788012564,-0.63481033484923,False,0.7283936766835167,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1503_01,0,0.44000134652079964,0,2.1315350907032813,-0.6489032714011534,1.7886570040524081,-0.41238631521413127,-0.63481033484923,False,0.5156795607762469,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1503_02,0,2.2660480885920813,0,1.9374607699857946,-0.6489032714011534,1.0205577558722867,-0.6632339304133921,-0.63481033484923,False,0.5156795607762469,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1506_01,0,-0.6837197255230659,0,-0.6403720524482873,0.44959923399316715,1.8712952255644106,0.17006381005252635,-0.63481033484923,True,0.7553283587073603,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1507_01,0,1.0018618825427323,0,-0.6403720524482873,-0.6489032714011534,2.13622270263856,-0.2656498669272334,-0.63481033484923,True,0.7512787025227403,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1507_02,0,-1.034882560536774,0,-0.3857166514322533,-0.4123536323720409,1.9119876954180977,1.5227137759540021,-0.63481033484923,False,0.7512787025227403,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1507_03,0,3.4600017276386885,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,1.5411904692134282,-0.04710947502779463,False,0.7217114153107312,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1507_04,0,-0.5432545915175827,0,1.5599129866621715,1.4657509648171438,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.7512787025227403,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1509_01,0,0.22930364551257487,1,1.9767946917889423,-0.6489032714011534,0.9597123377626069,-0.6632339304133921,-0.63481033484923,False,0.6047918172760105,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1510_01,0,0.15907107850983326,0,1.9726265261898963,-0.6489032714011534,-0.3555196736582183,-0.6632339304133921,-0.63481033484923,False,0.7521893826417844,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1511_01,0,0.7911641815345076,0,1.9000315123194687,-0.6489032714011534,-0.6248885376370679,1.3823827446260732,1.4827809763037372,True,0.5510662973796218,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1511_02,1,-1.1051151275395155,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5510662973796218,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1511_03,0,0.5102339135235413,0,-0.6403720524482873,1.9995034825220181,-0.6248885376370679,2.0814858002441814,0.5819743827227924,False,0.5510662973796218,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1511_04,0,0.15907107850983326,0,0.8988655559158972,1.965256214407534,-0.6248885376370679,2.5102522160814162,-0.38170135136456046,False,0.5510662973796218,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1515_01,0,-0.7539522925258075,0,1.7995324239568709,-0.6489032714011534,0.40069433248187014,-0.6632339304133921,-0.63481033484923,False,0.7530938464658429,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1520_01,1,0.7911641815345076,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7239764864628403,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1521_01,1,-0.05162662249839152,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7539921782846367,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1523_01,1,0.8613967485372492,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5531206553639668,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1523_02,1,0.44000134652079964,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5531206553639668,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1524_01,1,-1.034882560536774,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7245367555248088,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1525_01,0,-0.6134871585203243,0,1.6710880633672842,1.790068460269361,0.7988342537291467,-0.6632339304133921,-0.63481033484923,True,0.7557707745966322,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1526_01,0,-0.4027894575120995,0,-0.04908052231435017,-0.6489032714011534,-0.19794898936873348,1.342130564282666,1.6502337749377252,False,0.7562117182173279,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1527_01,1,-0.4730220245148411,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5183564889070363,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1527_02,0,-0.26232432350661633,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5183564889070363,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1528_01,0,-0.7539522925258075,0,2.4061360471631206,1.573860197686647,2.179362916424642,-0.2656498669272334,-0.63481033484923,True,0.5209804050604279,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1529_01,0,-0.26232432350661633,1,-0.6403720524482873,2.3759739365888763,-0.6248885376370679,0.7223384136688734,1.4266758338239818,True,0.3754105022674356,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1529_02,0,0.08883851150709167,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.3754105022674356,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1531_01,0,1.2125595835509573,0,-0.6403720524482873,-0.6489032714011534,1.8157808323393925,1.3733830756226273,-0.63481033484923,False,0.7250946655521627,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1532_01,0,-0.12185918950113311,0,-0.6403720524482873,0.5338449237444088,-0.6248885376370679,-0.41238631521413127,2.7756019157377922,False,0.5551436478763371,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1533_01,0,1.7041875525701484,0,1.9033004520843968,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.38170135136456046,False,0.7289356137814633,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1536_01,1,-0.5432545915175827,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.754884460685038,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1539_01,0,0.22930364551257487,0,0.8318824238172785,2.1625637160373503,-0.6248885376370679,0.45540385626595314,0.019466896054290944,True,0.3829841884825882,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1540_01,0,0.22930364551257487,0,-0.3857166514322533,1.4515589410237038,-0.6248885376370679,1.9688736276899879,2.1611433577333123,False,0.5333729290779344,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1540_02,0,0.2995362125153165,1,-0.6403720524482873,2.379336219856507,0.5936182076039522,-0.6632339304133921,1.6719596805408494,True,0.5333729290779344,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1540_03,0,-0.19209175650387472,0,-0.6403720524482873,1.1057870633662998,-0.6248885376370679,2.3119941365135035,-0.63481033484923,False,0.5333729290779344,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1541_01,0,1.2827921505536988,0,0.30196490791059244,0.06074564568618386,-0.6248885376370679,1.7182770680751742,-0.63481033484923,True,0.7553283587073603,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1542_01,0,-1.1051151275395155,0,2.621346232829345,-0.6489032714011534,1.3425225852499902,0.438568420288823,-0.63481033484923,False,0.7557707745966322,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1543_01,1,0.36976877951805803,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5357181838547224,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1544_01,0,-0.5432545915175827,0,0.20557487870168395,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,1.8065924660180688,False,0.7294753433902056,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1545_01,0,-0.6134871585203243,0,1.3188159539253306,-0.6489032714011534,1.8800285621789221,0.8637916059283716,1.6516301784569454,True,0.5855115625135734,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1547_01,0,-0.5432545915175827,0,1.2332683037840557,-0.6489032714011534,1.899282883835504,0.602140304552851,-0.63481033484923,False,0.7566511993357666,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1548_01,1,1.5637224185646652,1,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5209804050604279,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1548_02,1,-0.7539522925258075,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5209804050604279,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1550_01,0,-0.19209175650387472,0,-0.3857166514322533,1.2084251300929945,-0.6248885376370679,0.6979316427434307,2.396656235019662,False,0.540287720669633,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1550_02,0,1.7041875525701484,1,2.4904463904148275,2.0039834700947696,-0.6248885376370679,-0.6632339304133921,1.3603574345472407,False,0.5855115625135734,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1551_01,0,0.08883851150709167,0,-0.6403720524482873,1.8176738179226002,0.8457123554454725,-0.6632339304133921,2.026058717329117,True,0.6061649221620462,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1552_01,1,0.5804664805262828,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.7267544380151564,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1555_01,0,1.1423270165482156,0,-0.6403720524482873,1.8208805613473877,-0.6248885376370679,2.2327928651120734,-0.63481033484923,False,0.39014828106173005,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1558_01,0,2.336280655594823,0,1.84966810013925,0.2972952847152963,-0.6248885376370679,-0.6632339304133921,-0.38170135136456046,False,0.7305482515659242,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1560_01,0,0.6506990475290244,0,-0.6403720524482873,-0.4123536323720409,0.8629870715828019,-0.6632339304133921,1.8230820104008008,False,0.7278495139649614,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1561_01,0,-0.3325568905093579,0,1.9086848682093618,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,1.9299789900370803,False,0.7583946907500239,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1562_01,0,-0.7539522925258075,0,1.5032795554238112,-0.6489032714011534,1.6322550939498655,1.014058780859118,-0.63481033484923,False,0.758827002506234,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1564_01,1,-0.4027894575120995,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.7575258126481447,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1565_01,0,-0.8944174265312906,0,-0.6403720524482873,1.8513922573393722,-0.6248885376370679,-0.6632339304133921,1.7907540030828901,False,0.7579609638955257,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1567_01,1,0.5804664805262828,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5285540912755805,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1568_01,0,-0.4730220245148411,0,1.9043836668765177,0.9260942514232753,-0.6248885376370679,0.17006381005252635,-0.63481033484923,False,0.5855115625135734,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1568_02,1,-0.7539522925258075,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7310814653065656,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1569_01,1,-0.26232432350661633,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7596874174499499,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1572_01,0,-0.19209175650387472,1,1.7961596388404373,0.3374909824684967,0.3407887385889656,-0.6632339304133921,-0.63481033484923,False,0.7316125419122526,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1572_02,0,-0.26232432350661633,0,-0.04908052231435017,-0.6489032714011534,1.3144790229114436,1.7197797551219351,-0.63481033484923,False,0.7601155387779333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1573_01,0,1.8446526865756316,0,1.8743452826643405,-0.6489032714011534,1.0923485918052245,-0.6632339304133921,1.2252187781733692,False,0.5357181838547224,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1576_01,0,-0.05162662249839152,0,1.734653588642607,-0.6489032714011534,1.676338238720249,-0.6632339304133921,0.3997632299310022,False,0.6075239436728507,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1577_01,0,-0.4027894575120995,0,-0.6403720524482873,1.1037854799677975,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7605422812908784,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1578_01,0,-0.4730220245148411,0,-0.6403720524482873,0.44959923399316715,-0.6248885376370679,1.2099971130736913,1.7987591002948147,False,0.6088691677727258,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1579_01,0,-0.19209175650387472,0,1.4945835261515383,1.9128637323688262,-0.6248885376370679,-0.41238631521413127,-0.63481033484923,True,0.7609676538415537,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1580_01,0,-1.1051151275395155,0,-0.6403720524482873,-0.6489032714011534,0.2289905588996009,-0.6632339304133921,1.7651182809052046,False,0.7300128834204807,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1580_02,0,-0.7539522925258075,0,1.5865471152587431,-0.6489032714011534,0.7783759974131965,-0.6632339304133921,1.575164949573873,False,0.7300128834204807,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1581_01,1,0.6506990475290244,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7613916651977399,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1581_02,1,-0.05162662249839152,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5855115625135734,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1584_01,0,1.9851178205811149,0,1.5908042901723887,-0.6489032714011534,-0.6248885376370679,1.478793693160812,-0.63481033484923,False,0.7622356389793244,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1584_02,1,-2.0181384985751563,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,False,0.7326683517673154,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1585_01,1,-0.7539522925258075,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7331931185353509,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1588_01,1,-0.26232432350661633,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.61020087180364,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1588_02,0,0.44000134652079964,0,-0.6403720524482873,2.68322602941382,-0.6248885376370679,1.7202792674310061,-0.63481033484923,True,0.61020087180364,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1590_01,0,0.5804664805262828,0,-0.6403720524482873,1.8076135760788217,-0.19794898936873348,0.26501254807092545,0.12451661560477828,True,0.538022649517524,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1590_02,0,0.2995362125153165,0,-0.6403720524482873,0.4758636508596532,-0.3555196736582183,0.6129439907291108,2.2133403742513305,False,0.538022649517524,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1592_01,0,0.44000134652079964,0,1.462416359977534,2.147721591056223,-0.6248885376370679,1.4254310495560412,1.4958237583174077,True,0.5447049108903094,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1592_02,0,1.2827921505536988,0,0.4005224365284557,1.96621979808154,2.214032698603785,-0.6632339304133921,1.2943994532408485,True,0.5447049108903094,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1593_01,0,-0.4027894575120995,0,0.017902609784268855,0.6995336862323375,-0.6248885376370679,1.7242507378549814,-0.63481033484923,False,0.628719809353826,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1594_01,0,-0.12185918950113311,0,-0.6403720524482873,-0.17580399334292854,-0.6248885376370679,-0.2656498669272334,1.8587558505696549,True,0.7337158152121369,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1595_01,0,-0.12185918950113311,0,-0.6403720524482873,2.209675220424452,-0.6248885376370679,-0.6632339304133921,0.6837491110359034,True,0.538022649517524,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1596_01,1,-0.4027894575120995,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.5309854151919576,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1597_01,1,0.15907107850983326,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7342364580656442,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1599_01,1,-0.6837197255230659,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.540287720669633,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1599_02,1,1.7041875525701484,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.540287720669633,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1601_01,0,0.5804664805262828,0,0.5115774314922865,-0.037431324951772114,-0.6248885376370679,1.731581777408456,-0.63481033484923,False,0.7347550631728291,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1602_01,0,-0.7539522925258075,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,2.193693018837694,0.835083366207462,False,0.7592579083680719,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1603_01,0,0.9316293155399908,0,-0.6403720524482873,1.5313146343780133,-0.6248885376370679,-0.6632339304133921,1.113385722845065,False,0.7634916051197864,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1603_02,1,-1.5265105295559651,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7352716464226124,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1603_03,0,-1.5265105295559651,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7352716464226124,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1604_01,0,-0.3325568905093579,0,-0.2367527912317651,-0.17580399334292854,-0.6248885376370679,1.6619043920310828,1.2229716383108453,False,0.7357862235188004,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1606_01,0,-0.6134871585203243,0,0.32919144203866274,1.639940872002419,-0.6248885376370679,1.9676157306624544,0.5101438335782834,True,0.6310044079447351,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1608_01,0,-0.3325568905093579,0,1.9516799269925758,1.1488533680709276,1.9723799733122844,-0.2656498669272334,-0.63481033484923,False,0.7643223503848382,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1611_01,0,0.9316293155399908,0,-0.6403720524482873,1.6594009076079583,-0.6248885376370679,-0.6632339304133921,0.7552270198099083,True,0.7310814653065656,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1612_01,0,1.423257284559182,0,-0.6403720524482873,2.159664678769324,-0.6248885376370679,-0.2656498669272334,1.4958237583174077,True,0.6128247879570314,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1612_02,1,1.2827921505536988,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.6128247879570314,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1613_01,0,-0.8944174265312906,0,1.8272382668080875,0.13689762032511943,-0.6248885376370679,-0.6632339304133921,0.7386260213321072,False,0.5855115625135734,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1614_01,0,-0.19209175650387472,1,1.5899567924858853,-0.6489032714011534,2.0461406259912245,0.6336294269574465,-0.63481033484923,False,0.7651479196333367,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1615_01,0,-0.3325568905093579,0,-0.6403720524482873,-0.6489032714011534,0.13132546850302063,1.7002685464340381,-0.63481033484923,False,0.7655587833291657,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1615_02,1,0.6506990475290244,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7368094211571742,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1615_03,0,-2.0181384985751563,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7368094211571742,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1617_01,0,0.5804664805262828,0,1.4502095864983828,1.8637392522397798,0.5393043234810143,1.5972109366281109,-0.63481033484923,False,0.5285540912755805,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1619_01,1,0.720931614531766,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7316125419122526,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1621_01,0,-0.26232432350661633,0,1.6804916136037071,-0.6489032714011534,-0.3555196736582183,1.320190719136467,0.16752615998847306,True,0.7596874174499499,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1621_02,0,-0.26232432350661633,0,1.252896180265669,1.0122352999003852,0.8276338807502045,-0.6632339304133921,1.4958237583174077,False,0.7596874174499499,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1622_01,1,0.44000134652079964,0,-0.6403720524482873,-0.6489032714011534,-0.6248885376370679,-0.6632339304133921,-0.63481033484923,True,0.7659683769651764,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
